person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,credit_score,loan_percent_income,person_home_ownership,loan_intent,previous_loan_defaults_on_file,loan_status
23.0,4302567.0,17,1769144,7.67,360.0,0.4112,MORTGAGE,EDUCATION,N,1
37.0,906079.0,25,828838,14.34,561.0,0.9148,OWN,MEDICAL,N,1
53.0,3783646.0,15,4191497,13.5,410.0,1.1078,RENT,HOMEIMPROVEMENT,N,1
32.0,1593401.0,7,2849173,18.01,440.0,1.7881,RENT,HOMEIMPROVEMENT,N,0
42.0,765416.0,23,2568485,23.43,834.0,3.3557,OTHER,HOMEIMPROVEMENT,N,1
42.0,4241373.0,12,3892224,15.68,378.0,0.9177,RENT,EDUCATION,N,1
50.0,2408233.0,28,2399580,23.78,793.0,0.9964,RENT,HOMEIMPROVEMENT,N,1
58.0,3161165.0,31,2782683,12.14,330.0,0.8803,MORTGAGE,PERSONAL,N,1
58.0,2882406.0,23,1935635,7.52,815.0,0.6715,MORTGAGE,PERSONAL,N,1
28.0,,15,1990413,9.82,808.0,1.4894,OTHER,HOMEIMPROVEMENT,N,1
47.0,4305304.0,10,4628055,13.72,365.0,1.075,OTHER,MEDICAL,Y,0
47.0,3959395.0,31,4293327,12.38,809.0,1.0843,OWN,MEDICAL,N,1
54.0,4057297.0,5,4369076,8.65,670.0,1.0768,RENT,EDUCATION,N,1
41.0,2879737.0,34,1100092,14.36,586.0,0.382,MORTGAGE,MEDICAL,Y,0
,2809786.0,32,3114490,12.75,475.0,1.1084,MORTGAGE,VENTURE,N,1
53.0,1310714.0,17,4459927,9.08,422.0,3.4027,RENT,MEDICAL,N,0
48.0,462916.0,36,2646455,12.03,530.0,5.7169,OTHER,PERSONAL,N,0
53.0,42853160.0,12,1811220,22.07,854.0,0.4227,MORTGAGE,DEBTCONSOLIDATION,N,1
25.0,4384453.0,9,4165035,12.13,303.0,0.95,OTHER,MEDICAL,N,1
39.0,498844.0,36,3570180,19.14,711.0,7.1569,MORTGAGE,EDUCATION,N,1
24.0,3130342.0,25,4533088,17.4,549.0,1.4481,MORTGAGE,MEDICAL,N,0
55.0,3774656.0,16,3763206,14.26,786.0,0.997,OWN,EDUCATION,N,1
37.0,4472751.0,0,2101862,,644.0,0.4699,MORTGAGE,VENTURE,N,1
64.0,2708845.0,24,973208,13.27,632.0,0.3593,RENT,HOMEIMPROVEMENT,N,0
48.0,1762033.0,33,1145583,17.07,752.0,0.6501,RENT,VENTURE,Y,0
50.0,3081531.0,38,3836994,12.96,457.0,1.2452,RENT,PERSONAL,N,1
,3474024.0,9,752003,10.65,876.0,0.2165,OTHER,DEBTCONSOLIDATION,N,1
26.0,3618282.0,19,4714262,8.98,569.0,1.3029,MORTGAGE,VENTURE,N,1
55.0,1564474.0,6,1067721,21.96,886.0,0.6825,OTHER,VENTURE,Y,0
61.0,503039.0,15,28226,14.49,717.0,0.0561,OWN,PERSONAL,N,1
57.0,1511425.0,36,3420674,17.63,739.0,2.2632,MORTGAGE,PERSONAL,Y,0
44.0,2440146.0,28,2655559,15.34,328.0,1.0883,RENT,HOMEIMPROVEMENT,N,0
49.0,3107498.0,11,1122136,21.83,634.0,0.3611,OWN,HOMEIMPROVEMENT,N,0
51.0,1719720.0,16,3401469,16.3,537.0,1.9779,OWN,MEDICAL,N,0
55.0,1277787.0,19,3903809,15.17,452.0,3.0551,MORTGAGE,EDUCATION,N,0
53.0,2085657.0,25,4589449,22.72,414.0,2.2005,RENT,PERSONAL,Y,0
41.0,2132539.0,18,3611070,19.23,698.0,1.6933,OTHER,VENTURE,N,1
52.0,3721387.0,11,605929,8.9,331.0,0.1628,MORTGAGE,VENTURE,N,1
43.0,1859813.0,20,61712,10.02,831.0,0.0332,RENT,HOMEIMPROVEMENT,N,1
53.0,1059210.0,33,4649709,20.38,352.0,4.3898,OWN,EDUCATION,N,0
23.0,2102026.0,6,985288,21.21,494.0,0.4687,MORTGAGE,PERSONAL,N,0
38.0,182766.0,34,3810101,16.27,,20.8469,OWN,HOMEIMPROVEMENT,N,0
45.0,4900014.0,14,4534733,16.43,644.0,0.9255,RENT,EDUCATION,Y,0
62.0,4618653.0,0,4319582,17.74,381.0,0.9352,OTHER,PERSONAL,Y,0
51.0,4824110.0,25,4713576,14.46,300.0,0.9771,OTHER,VENTURE,N,1
23.0,1610235.0,34,2272353,18.56,466.0,1.4112,OWN,VENTURE,N,1
60.0,1608316.0,24,2918096,8.84,616.0,1.8144,OWN,HOMEIMPROVEMENT,N,0
44.0,1577197.0,14,3782093,23.34,482.0,2.398,OWN,EDUCATION,N,1
52.0,4278784.0,21,744391,19.75,572.0,0.174,MORTGAGE,VENTURE,N,1
42.0,4783662.0,5,1322784,17.73,672.0,0.2765,RENT,EDUCATION,Y,1
43.0,4011460.0,14,4824206,12.38,661.0,1.2026,OWN,HOMEIMPROVEMENT,N,1
22.0,3203380.0,23,3338367,9.74,500.0,1.0421,OWN,MEDICAL,N,0
47.0,461385.0,20,1391872,13.96,491.0,3.0167,OWN,EDUCATION,N,1
62.0,,6,4933175,18.25,640.0,1.3129,OTHER,DEBTCONSOLIDATION,N,0
22.0,1083476.0,28,2593896,,598.0,2.3941,OWN,EDUCATION,Y,0
46.0,2078854.0,31,331064,13.5,805.0,0.1593,RENT,HOMEIMPROVEMENT,Y,1
37.0,959359.0,31,4612844,17.43,887.0,4.8083,OTHER,DEBTCONSOLIDATION,Y,0
60.0,2362809.0,4,2695400,20.83,439.0,1.1408,RENT,MEDICAL,N,1
53.0,3100214.0,3,132994,7.45,605.0,0.0429,OTHER,VENTURE,Y,0
29.0,2351580.0,21,1353348,14.66,495.0,0.5755,OTHER,PERSONAL,N,1
63.0,1644139.0,17,4934760,19.9,360.0,3.0014,MORTGAGE,HOMEIMPROVEMENT,Y,0
59.0,,34,1892460,16.28,659.0,0.5989,OTHER,PERSONAL,N,1
49.0,4302092.0,16,1407581,18.08,606.0,0.3272,OTHER,MEDICAL,N,1
62.0,1940146.0,23,37949,15.78,779.0,0.0196,RENT,DEBTCONSOLIDATION,N,1
46.0,219518.0,1,1261260,23.86,632.0,5.7456,RENT,MEDICAL,N,0
55.0,326355.0,12,2442833,7.93,382.0,7.4852,OWN,EDUCATION,N,1
45.0,2066334.0,14,388147,15.35,633.0,0.1878,MORTGAGE,PERSONAL,N,1
44.0,2914717.0,4,1840662,8.55,816.0,0.6315,OTHER,PERSONAL,N,1
33.0,,2,1034483,9.72,773.0,3.828,MORTGAGE,MEDICAL,Y,0
27.0,3349039.0,36,584989,13.51,693.0,0.1747,OWN,DEBTCONSOLIDATION,N,1
56.0,1847818.0,36,846943,9.64,899.0,0.4583,MORTGAGE,PERSONAL,N,1
40.0,2926374.0,36,2518648,23.38,876.0,0.8607,OTHER,VENTURE,Y,0
21.0,2468620.0,2,3195155,23.1,679.0,1.2943,RENT,MEDICAL,N,1
28.0,3637379.0,34,4301484,12.71,320.0,1.1826,MORTGAGE,EDUCATION,N,1
36.0,2710837.0,22,637838,17.88,476.0,0.2353,OTHER,EDUCATION,N,0
34.0,3824942.0,27,4080199,16.07,662.0,1.0667,OWN,EDUCATION,N,1
32.0,1234309.0,29,1136528,20.86,321.0,0.9208,OTHER,PERSONAL,Y,0
43.0,2579151.0,17,4270350,17.67,847.0,1.6557,MORTGAGE,MEDICAL,N,1
35.0,191743.0,35,1880208,7.0,549.0,9.8059,OTHER,EDUCATION,Y,0
48.0,320948.0,32,2722510,19.97,372.0,8.4827,OTHER,MEDICAL,N,1
54.0,3819021.0,25,844754,19.7,390.0,0.2212,MORTGAGE,PERSONAL,N,0
22.0,651793.0,39,3225974,15.67,475.0,4.9494,MORTGAGE,VENTURE,N,1
52.0,476284.0,16,2647023,22.35,425.0,5.5577,OWN,VENTURE,Y,0
43.0,,39,1403440,22.44,503.0,0.7087,OTHER,VENTURE,N,0
42.0,3927341.0,6,458431,15.91,545.0,0.1167,RENT,PERSONAL,N,1
45.0,,7,1738789,17.34,570.0,4.1547,MORTGAGE,EDUCATION,N,0
42.0,47353150.0,30,409325,23.94,343.0,0.0864,OTHER,PERSONAL,Y,0
42.0,1920403.0,11,2429053,12.08,847.0,1.2649,RENT,MEDICAL,N,1
62.0,4521272.0,30,1321958,12.52,467.0,0.2924,RENT,VENTURE,N,1
26.0,1426485.0,18,2752710,10.11,734.0,1.9297,OTHER,MEDICAL,N,1
35.0,656995.0,9,25064,22.23,329.0,0.0381,OTHER,PERSONAL,N,0
63.0,2335454.0,38,3816708,19.66,896.0,1.6342,OTHER,HOMEIMPROVEMENT,N,1
57.0,2222723.0,11,669830,8.8,656.0,0.3014,RENT,HOMEIMPROVEMENT,Y,1
53.0,2985743.0,19,949507,23.69,790.0,0.318,OTHER,PERSONAL,N,1
28.0,715635.0,36,1397979,19.43,547.0,1.9535,MORTGAGE,EDUCATION,N,0
64.0,677409.0,6,646480,21.46,552.0,0.9543,RENT,DEBTCONSOLIDATION,N,0
64.0,2330945.0,13,1417296,7.82,681.0,0.608,MORTGAGE,MEDICAL,Y,0
25.0,1751028.0,10,2736921,15.58,835.0,1.563,MORTGAGE,PERSONAL,N,1
59.0,437635.0,6,1221694,18.88,718.0,2.7916,OTHER,PERSONAL,Y,0
24.0,733510.0,28,480471,16.23,422.0,0.655,MORTGAGE,HOMEIMPROVEMENT,Y,0
26.0,4872340.0,9,896357,18.33,593.0,0.184,OTHER,VENTURE,N,1
52.0,4928972.0,28,1381028,20.9,442.0,0.2802,RENT,VENTURE,Y,0
50.0,3261500.0,8,466435,13.36,810.0,0.143,MORTGAGE,DEBTCONSOLIDATION,N,1
55.0,1843481.0,35,548359,21.43,356.0,0.2975,OTHER,EDUCATION,N,0
60.0,3211342.0,9,2479536,9.77,341.0,0.7721,OWN,EDUCATION,Y,0
36.0,750198.0,18,4730710,11.61,420.0,6.3059,OTHER,DEBTCONSOLIDATION,N,0
33.0,547891.0,30,3218136,7.74,642.0,5.8737,OWN,EDUCATION,N,1
62.0,3231362.0,16,2126310,13.2,631.0,0.658,OTHER,HOMEIMPROVEMENT,N,0
50.0,4844505.0,8,4912785,13.46,755.0,1.0141,OWN,PERSONAL,N,1
39.0,,32,554162,20.69,736.0,0.1459,MORTGAGE,EDUCATION,N,1
37.0,1191566.0,33,4443443,18.1,640.0,3.7291,OWN,HOMEIMPROVEMENT,Y,0
39.0,3874476.0,23,3478454,14.42,640.0,0.8978,MORTGAGE,MEDICAL,N,0
48.0,1769282.0,8,4326907,18.09,715.0,2.4456,MORTGAGE,PERSONAL,N,1
46.0,3584078.0,6,992207,7.9,481.0,0.2768,OTHER,DEBTCONSOLIDATION,N,1
57.0,3948196.0,15,1473497,10.06,563.0,0.3732,MORTGAGE,MEDICAL,N,0
46.0,1985295.0,18,3749397,17.66,509.0,1.8886,RENT,VENTURE,N,0
43.0,1220913.0,38,4702125,17.9,822.0,3.8513,OWN,VENTURE,Y,0
29.0,3447466.0,5,3331453,20.16,481.0,0.9663,OTHER,PERSONAL,Y,0
32.0,4591971.0,10,788873,13.85,743.0,0.1718,MORTGAGE,EDUCATION,N,1
21.0,1037099.0,11,476548,19.28,550.0,0.4595,OWN,PERSONAL,N,1
21.0,3203407.0,12,2442095,18.63,437.0,0.7623,OWN,EDUCATION,Y,0
54.0,4295295.0,11,4528633,23.38,517.0,1.0543,RENT,DEBTCONSOLIDATION,N,1
52.0,,20,3627257,10.66,753.0,2.3144,OWN,VENTURE,N,1
45.0,1681181.0,9,2410834,16.38,386.0,1.434,OTHER,PERSONAL,N,1
60.0,557974.0,19,2606057,17.23,592.0,4.6706,OTHER,PERSONAL,N,1
21.0,3754724.0,35,3367198,23.98,391.0,0.8968,MORTGAGE,DEBTCONSOLIDATION,Y,0
36.0,4477552.0,27,3590176,10.42,507.0,0.8018,MORTGAGE,EDUCATION,N,0
59.0,1301882.0,23,130026,15.89,,0.0999,OTHER,VENTURE,Y,0
25.0,1094131.0,4,456295,12.89,485.0,0.417,OWN,VENTURE,N,1
42.0,2621321.0,36,2787540,15.94,384.0,1.0634,OWN,EDUCATION,N,0
49.0,850270.0,11,3722151,10.95,455.0,4.3776,RENT,DEBTCONSOLIDATION,N,0
23.0,240417.0,34,4890730,7.81,592.0,20.3427,MORTGAGE,EDUCATION,N,0
32.0,4772942.0,39,4958381,16.73,832.0,1.0389,OWN,DEBTCONSOLIDATION,N,1
46.0,1210560.0,1,3239198,12.71,460.0,2.6758,OWN,EDUCATION,N,0
36.0,342458.0,38,2875530,10.09,685.0,8.3967,MORTGAGE,VENTURE,N,1
57.0,,8,1104526,12.51,784.0,0.2269,OTHER,VENTURE,N,1
42.0,2073782.0,21,3866811,7.84,802.0,1.8646,OWN,PERSONAL,Y,0
49.0,4759409.0,4,2385521,23.16,455.0,0.5012,RENT,DEBTCONSOLIDATION,N,0
34.0,4046937.0,11,503466,16.88,442.0,0.1244,OWN,VENTURE,N,0
48.0,1558791.0,0,4284015,20.85,583.0,2.7483,OWN,DEBTCONSOLIDATION,Y,0
25.0,2126850.0,21,2248275,14.19,861.0,1.0571,RENT,DEBTCONSOLIDATION,N,1
50.0,4252553.0,37,3935300,22.36,334.0,0.9254,OTHER,MEDICAL,N,0
25.0,3250618.0,18,3840278,15.22,523.0,1.1814,RENT,MEDICAL,Y,0
32.0,2881303.0,15,243597,16.76,692.0,0.0845,RENT,EDUCATION,N,1
36.0,196250.0,30,2655348,15.36,707.0,13.5304,MORTGAGE,DEBTCONSOLIDATION,N,1
46.0,4155194.0,2,4571295,19.47,687.0,1.1001,OWN,EDUCATION,Y,0
46.0,1500850.0,22,3014494,,596.0,2.0085,OTHER,EDUCATION,N,0
41.0,625147.0,17,2885780,11.62,622.0,4.6162,OWN,PERSONAL,N,1
59.0,3167193.0,25,4123942,9.47,787.0,1.3021,OTHER,MEDICAL,N,1
56.0,4035850.0,12,2907596,17.3,869.0,0.7204,RENT,MEDICAL,N,1
53.0,2262368.0,17,2124564,15.32,338.0,0.9391,MORTGAGE,VENTURE,N,1
50.0,2593445.0,2,3120806,8.63,,1.2033,RENT,MEDICAL,N,1
57.0,1026336.0,22,277800,13.73,802.0,0.2707,OWN,VENTURE,Y,1
43.0,3980415.0,2,2585326,15.75,836.0,0.6495,MORTGAGE,DEBTCONSOLIDATION,N,0
30.0,2435221.0,24,1467556,21.06,615.0,0.6026,MORTGAGE,PERSONAL,N,1
25.0,3660043.0,26,1677349,8.29,795.0,0.4583,OWN,EDUCATION,N,1
56.0,4458760.0,26,3599974,12.92,416.0,0.8074,OTHER,EDUCATION,N,0
,3620431.0,38,4354899,20.99,641.0,1.2029,MORTGAGE,DEBTCONSOLIDATION,N,0
51.0,4221867.0,24,4777039,18.02,,1.1315,OTHER,VENTURE,N,1
30.0,4062487.0,23,2156909,11.93,744.0,0.5309,OTHER,HOMEIMPROVEMENT,N,1
39.0,1568060.0,7,794402,,786.0,0.5066,OTHER,DEBTCONSOLIDATION,N,1
52.0,4378087.0,8,1449485,15.39,710.0,0.3311,MORTGAGE,VENTURE,N,1
21.0,4378456.0,36,998892,15.47,597.0,0.2281,RENT,DEBTCONSOLIDATION,N,0
25.0,4789022.0,29,388976,23.6,351.0,0.0812,MORTGAGE,PERSONAL,Y,0
24.0,298725.0,18,2157680,23.1,603.0,7.223,RENT,DEBTCONSOLIDATION,N,0
36.0,641215.0,15,3454102,13.1,587.0,5.3868,MORTGAGE,DEBTCONSOLIDATION,Y,0
44.0,2418693.0,23,4252546,9.39,417.0,1.7582,RENT,MEDICAL,N,0
,4074152.0,20,469099,12.54,723.0,0.1151,RENT,VENTURE,N,1
22.0,1058017.0,35,3270416,7.52,508.0,3.0911,MORTGAGE,PERSONAL,N,1
48.0,471898.0,39,3647310,7.35,426.0,7.729,OTHER,EDUCATION,Y,0
52.0,835338.0,38,2633223,,592.0,3.1523,OTHER,HOMEIMPROVEMENT,N,1
47.0,3652415.0,5,2135542,23.0,818.0,0.5847,RENT,HOMEIMPROVEMENT,Y,0
40.0,204745.0,4,1130678,21.81,521.0,5.5224,OWN,VENTURE,N,0
44.0,18330320.0,13,3435298,15.69,376.0,1.8741,OWN,DEBTCONSOLIDATION,N,0
32.0,4982577.0,3,2689628,16.61,637.0,0.5398,MORTGAGE,MEDICAL,Y,0
55.0,2268219.0,7,1677095,7.1,574.0,0.7394,MORTGAGE,DEBTCONSOLIDATION,Y,0
53.0,2298185.0,23,713446,10.66,416.0,0.3104,MORTGAGE,VENTURE,N,1
53.0,195256.0,10,241360,7.42,591.0,1.2361,OWN,HOMEIMPROVEMENT,N,1
63.0,652264.0,16,879946,19.83,570.0,1.3491,OTHER,HOMEIMPROVEMENT,N,0
57.0,3496145.0,20,2850689,9.48,746.0,0.8154,MORTGAGE,DEBTCONSOLIDATION,N,1
32.0,1089695.0,25,4090570,21.77,456.0,3.7539,MORTGAGE,DEBTCONSOLIDATION,N,0
23.0,,26,3814379,,871.0,1.6343,OTHER,DEBTCONSOLIDATION,Y,0
21.0,,15,4314395,10.9,483.0,3.0765,RENT,EDUCATION,N,1
53.0,2365995.0,25,2992856,9.68,723.0,1.2649,MORTGAGE,MEDICAL,N,1
60.0,629809.0,32,583681,17.67,315.0,0.9268,OWN,MEDICAL,N,0
30.0,2800432.0,30,1128346,22.31,397.0,0.4029,OWN,HOMEIMPROVEMENT,Y,0
63.0,,5,3130309,19.21,599.0,0.7237,MORTGAGE,HOMEIMPROVEMENT,N,0
64.0,3667847.0,7,809800,12.93,721.0,0.2208,OWN,VENTURE,Y,1
,1917413.0,6,4389689,16.99,606.0,2.2894,OTHER,VENTURE,N,0
33.0,4488586.0,33,58838,12.28,573.0,0.0131,RENT,EDUCATION,N,1
32.0,2723697.0,13,2640174,23.99,560.0,0.9693,RENT,HOMEIMPROVEMENT,N,0
51.0,3750952.0,15,2738627,19.73,538.0,0.7301,MORTGAGE,VENTURE,Y,0
22.0,2121277.0,8,4303633,17.44,631.0,2.0288,MORTGAGE,EDUCATION,Y,0
55.0,1094740.0,9,2627298,14.2,414.0,2.3999,RENT,MEDICAL,N,0
43.0,3196555.0,16,3561141,17.51,567.0,1.1141,RENT,HOMEIMPROVEMENT,N,1
37.0,1346311.0,11,865327,12.81,311.0,0.6427,MORTGAGE,PERSONAL,N,0
46.0,4594041.0,5,4963225,7.49,372.0,1.0804,OWN,HOMEIMPROVEMENT,Y,0
28.0,292157.0,18,3276152,13.72,705.0,11.2137,MORTGAGE,VENTURE,N,1
49.0,,28,3081487,22.82,477.0,1.2643,OTHER,HOMEIMPROVEMENT,N,0
,4938109.0,5,4043415,17.65,558.0,0.8188,MORTGAGE,PERSONAL,N,1
30.0,1612603.0,24,330217,8.43,699.0,0.2048,MORTGAGE,HOMEIMPROVEMENT,N,1
46.0,1425029.0,23,254042,22.04,569.0,0.1783,MORTGAGE,VENTURE,N,0
54.0,3170791.0,24,235683,11.57,785.0,0.0743,MORTGAGE,MEDICAL,N,1
61.0,286645.0,15,1274123,11.14,879.0,4.445,MORTGAGE,VENTURE,N,1
27.0,1802131.0,15,1302179,12.05,358.0,0.7226,MORTGAGE,EDUCATION,N,1
24.0,1336837.0,5,1338142,16.81,565.0,1.001,OWN,VENTURE,N,1
31.0,492221.0,36,2179815,16.26,374.0,4.4285,MORTGAGE,EDUCATION,N,0
49.0,2585919.0,20,4305520,15.35,389.0,1.665,RENT,HOMEIMPROVEMENT,N,0
56.0,1329580.0,3,2882040,19.2,804.0,2.1676,MORTGAGE,EDUCATION,N,1
45.0,2036870.0,33,1315068,12.38,656.0,6.4563,OWN,DEBTCONSOLIDATION,N,1
41.0,2640272.0,27,4499191,20.3,453.0,1.7041,OTHER,HOMEIMPROVEMENT,Y,0
56.0,2779137.0,37,544396,9.98,517.0,0.1959,RENT,EDUCATION,Y,0
30.0,4948757.0,27,1263282,20.3,785.0,0.2553,MORTGAGE,VENTURE,N,1
57.0,4025010.0,16,3716196,18.28,839.0,0.9233,MORTGAGE,PERSONAL,Y,0
29.0,4926415.0,13,3997422,18.61,429.0,0.8114,RENT,HOMEIMPROVEMENT,N,0
44.0,2189660.0,6,4870787,15.19,365.0,2.2244,MORTGAGE,EDUCATION,N,0
55.0,2169450.0,21,2059871,18.34,443.0,0.9495,OWN,PERSONAL,N,0
55.0,4850858.0,0,4528382,8.36,679.0,0.9335,MORTGAGE,EDUCATION,Y,0
56.0,2121140.0,28,1923894,21.48,612.0,0.907,OTHER,EDUCATION,N,0
38.0,4011607.0,30,40881,7.94,706.0,0.0102,OWN,EDUCATION,N,1
,3678434.0,29,3253899,9.53,706.0,0.8846,MORTGAGE,VENTURE,N,1
52.0,4274390.0,14,3055313,16.81,576.0,0.7148,OTHER,EDUCATION,N,0
44.0,2806222.0,17,4422119,19.57,708.0,1.5758,RENT,PERSONAL,N,1
43.0,1277109.0,34,2418247,8.3,613.0,1.8935,OWN,DEBTCONSOLIDATION,N,1
52.0,4584315.0,29,2378048,22.65,848.0,0.5187,MORTGAGE,EDUCATION,N,1
57.0,1703744.0,33,651627,23.55,548.0,0.3825,MORTGAGE,DEBTCONSOLIDATION,N,0
32.0,4416988.0,10,715051,17.3,760.0,0.1619,RENT,MEDICAL,N,1
33.0,1938220.0,26,1007807,15.18,698.0,0.52,RENT,HOMEIMPROVEMENT,N,1
43.0,4161718.0,23,4488791,19.6,750.0,1.0786,OWN,VENTURE,Y,0
45.0,4163582.0,34,234320,12.58,770.0,0.0563,OWN,MEDICAL,N,1
55.0,3022875.0,38,4748265,15.39,858.0,1.5708,OWN,MEDICAL,N,1
61.0,1980288.0,7,3512896,22.57,733.0,1.7739,MORTGAGE,PERSONAL,N,1
50.0,1991646.0,17,779483,23.25,745.0,0.3914,MORTGAGE,PERSONAL,N,1
37.0,4119579.0,12,4242383,22.76,402.0,1.0298,OWN,DEBTCONSOLIDATION,N,0
40.0,1746246.0,23,3199948,11.46,627.0,1.8325,MORTGAGE,DEBTCONSOLIDATION,N,1
45.0,1969239.0,22,2220030,10.95,545.0,1.1274,RENT,VENTURE,N,1
42.0,2400618.0,11,3272311,12.06,357.0,1.3631,OTHER,VENTURE,N,1
33.0,4578622.0,29,58720,14.5,404.0,0.0128,MORTGAGE,HOMEIMPROVEMENT,N,1
39.0,2619930.0,30,1597582,12.34,368.0,0.6098,OWN,EDUCATION,N,1
56.0,,27,3584541,13.36,601.0,12.714,MORTGAGE,VENTURE,N,1
32.0,2129746.0,21,4695871,99.0,452.0,2.2049,RENT,VENTURE,N,0
61.0,4992256.0,27,3079474,19.96,836.0,0.6169,OWN,DEBTCONSOLIDATION,Y,0
39.0,2619970.0,12,3908486,,334.0,1.4918,OTHER,EDUCATION,N,0
32.0,1446573.0,24,4610384,20.85,314.0,3.1871,OWN,HOMEIMPROVEMENT,Y,0
29.0,3685647.0,6,4816970,7.55,405.0,1.307,OWN,PERSONAL,N,1
27.0,2728682.0,5,2808627,7.81,373.0,1.0293,OWN,HOMEIMPROVEMENT,N,0
48.0,1654900.0,23,1443038,20.42,584.0,0.872,MORTGAGE,EDUCATION,Y,0
34.0,3540664.0,18,2552322,16.06,849.0,0.7209,OTHER,PERSONAL,N,1
51.0,1771788.0,18,1694009,16.83,496.0,0.9561,RENT,PERSONAL,N,0
39.0,4754229.0,35,1987924,7.89,579.0,0.4181,MORTGAGE,PERSONAL,N,1
36.0,341896.0,8,1596282,11.34,855.0,4.6689,OTHER,HOMEIMPROVEMENT,N,1
25.0,4757765.0,35,3113300,,452.0,0.6544,OTHER,DEBTCONSOLIDATION,N,0
55.0,1233329.0,37,2719515,21.61,590.0,2.205,MORTGAGE,EDUCATION,N,0
32.0,2530612.0,39,3658850,22.59,441.0,1.4458,OWN,HOMEIMPROVEMENT,Y,0
45.0,383979.0,28,2434523,15.51,611.0,6.3403,OTHER,HOMEIMPROVEMENT,N,0
41.0,4953290.0,23,4610355,16.27,,0.9308,RENT,MEDICAL,N,0
56.0,428104.0,4,1546843,21.16,325.0,3.6132,MORTGAGE,VENTURE,N,0
43.0,2148547.0,25,897889,16.14,554.0,0.4179,OTHER,HOMEIMPROVEMENT,N,0
36.0,4194630.0,13,3525376,15.79,355.0,0.8404,RENT,MEDICAL,N,1
59.0,4275279.0,38,3804218,22.39,592.0,0.8898,RENT,DEBTCONSOLIDATION,Y,0
62.0,4941882.0,28,3713535,20.43,529.0,0.7514,RENT,DEBTCONSOLIDATION,N,0
59.0,4479454.0,5,689520,22.45,,0.1539,RENT,EDUCATION,N,1
34.0,1145893.0,6,4671905,10.71,400.0,4.0771,MORTGAGE,MEDICAL,N,1
51.0,3346247.0,36,3559292,15.91,766.0,1.0637,RENT,HOMEIMPROVEMENT,N,1
25.0,1989050.0,17,617748,21.32,566.0,0.3106,MORTGAGE,EDUCATION,N,0
55.0,2820492.0,22,258792,8.89,301.0,0.0918,RENT,MEDICAL,N,1
43.0,2605257.0,37,4833260,20.51,321.0,1.8552,RENT,HOMEIMPROVEMENT,Y,0
49.0,3127299.0,0,1073205,10.11,877.0,0.3432,MORTGAGE,EDUCATION,N,1
63.0,3084317.0,3,845488,,511.0,0.2741,OWN,EDUCATION,N,0
31.0,4116914.0,34,3953433,17.4,535.0,0.9603,OTHER,VENTURE,N,0
38.0,3453481.0,22,148966,10.29,828.0,0.0431,OTHER,DEBTCONSOLIDATION,N,1
32.0,4687454.0,26,978305,15.05,687.0,0.2087,MORTGAGE,HOMEIMPROVEMENT,N,1
29.0,1696064.0,25,2229540,18.59,313.0,1.3145,RENT,VENTURE,Y,0
30.0,3390641.0,7,2310660,17.78,818.0,0.6815,MORTGAGE,EDUCATION,N,1
64.0,2865548.0,15,635070,14.26,521.0,0.2216,RENT,EDUCATION,N,1
37.0,929091.0,2,3591870,22.29,702.0,3.866,MORTGAGE,MEDICAL,Y,0
58.0,2516789.0,31,4014750,15.83,812.0,1.5952,OTHER,VENTURE,N,1
27.0,2316791.0,4,2539195,15.6,586.0,1.096,MORTGAGE,PERSONAL,Y,0
33.0,3527180.0,19,3593719,,,1.0189,OTHER,HOMEIMPROVEMENT,Y,1
60.0,1856930.0,13,1348245,22.68,546.0,0.7261,OTHER,DEBTCONSOLIDATION,N,0
,1114795.0,31,3522385,10.01,390.0,3.1597,OTHER,VENTURE,Y,0
29.0,2733236.0,25,2048731,15.98,611.0,0.7496,MORTGAGE,EDUCATION,N,0
47.0,1728458.0,5,4857993,20.66,736.0,2.8106,OWN,MEDICAL,N,1
22.0,,35,4890150,10.66,342.0,2.4953,MORTGAGE,HOMEIMPROVEMENT,N,1
25.0,419515.0,39,4564142,15.97,373.0,10.8796,MORTGAGE,DEBTCONSOLIDATION,Y,0
49.0,1770179.0,4,202527,11.09,860.0,0.1144,OWN,HOMEIMPROVEMENT,N,1
,3947267.0,12,3716152,19.91,615.0,0.9414,OWN,MEDICAL,N,1
58.0,821986.0,31,989929,16.59,443.0,1.2043,OTHER,EDUCATION,N,0
39.0,2484482.0,15,2163691,21.55,628.0,0.8709,RENT,DEBTCONSOLIDATION,Y,0
28.0,3171786.0,0,222736,22.21,508.0,0.0702,RENT,PERSONAL,N,1
21.0,287900.0,12,428158,,398.0,1.4872,OTHER,MEDICAL,N,0
42.0,4663962.0,10,1126939,19.33,413.0,0.2416,MORTGAGE,PERSONAL,N,1
37.0,4844668.0,7,488739,16.34,474.0,0.1009,RENT,VENTURE,N,0
27.0,1434283.0,24,252723,13.54,570.0,0.1762,MORTGAGE,HOMEIMPROVEMENT,N,1
45.0,3968971.0,39,2038366,,362.0,0.5136,OWN,DEBTCONSOLIDATION,N,0
24.0,1653061.0,31,4815029,22.44,703.0,2.9128,OWN,EDUCATION,Y,0
56.0,663066.0,23,4861307,14.08,524.0,7.3316,OTHER,PERSONAL,N,0
26.0,4158146.0,27,1960908,12.34,460.0,0.4716,MORTGAGE,EDUCATION,N,1
